soil_moisture,rainfall,rainfall_24h,slope_angle,tilt_rate,factor_of_safety,synthetic_risk_probability,hazard_label,hazard_tier
41.83,33.73,38.43,16.52,0.0347,1.9,0.2053,0,LOW
75.33,36.68,66.52,25.25,0.0455,0.93,0.9793,1,CRITICAL
25.22,26.55,37.56,34.98,0.023,1.05,0.589,1,HIGH
51.47,44.82,50.93,24.73,-0.0305,1.17,0.8442,1,CRITICAL
14.72,21.84,13.05,32.48,0.008,1.21,0.2121,0,MODERATE
49.63,29.48,41.99,26.67,-0.033,1.11,0.8233,1,CRITICAL
22.27,24.71,38.35,30.27,-0.0191,1.23,0.3179,0,MODERATE
22.8,0.0,24.21,19.97,0.0098,1.84,0.0322,0,LOW
70.61,33.97,67.11,28.6,0.0627,0.86,0.9873,1,CRITICAL
50.11,34.34,61.91,12.0,0.0173,2.42,0.0351,0,LOW
59.52,32.57,68.48,26.69,0.0517,1.02,0.9661,1,CRITICAL
29.18,18.14,26.09,16.59,0.0515,2.1,0.0513,0,LOW
72.15,54.68,59.27,36.44,0.0715,0.69,0.9945,1,CRITICAL
62.82,53.38,63.67,33.44,0.0527,0.8,0.9727,1,CRITICAL
48.74,38.02,59.29,31.27,0.0508,0.96,0.9011,1,CRITICAL
26.76,22.09,23.83,38.65,0.0331,0.94,0.7863,1,CRITICAL
72.44,31.67,64.93,21.36,0.0394,1.12,0.9512,1,CRITICAL
23.02,44.07,49.05,40.23,0.0335,0.94,0.7935,1,CRITICAL
53.46,36.02,86.06,34.53,0.0615,0.84,0.9688,1,CRITICAL
18.67,23.54,24.02,26.34,0.0295,1.44,0.1742,0,MODERATE
81.46,44.8,66.41,35.95,0.0701,0.64,0.9978,1,CRITICAL
45.08,16.76,40.53,20.26,-0.054,1.51,0.4196,0,MODERATE
21.03,10.4,20.81,22.23,-0.0161,1.68,0.1557,0,LOW
18.82,0.15,19.15,23.74,0.0094,1.6,0.0844,0,LOW
69.4,28.53,65.74,24.3,0.0451,1.02,0.9554,1,CRITICAL
37.75,10.09,43.33,20.6,0.0176,1.58,0.3075,0,MODERATE
11.76,14.49,11.37,36.56,0.004,1.11,0.2871,0,HIGH
43.75,52.87,68.02,26.19,0.027,1.19,0.7386,1,HIGH
90.38,30.47,86.82,30.47,0.0855,0.67,0.9983,1,CRITICAL
34.71,43.23,41.41,24.01,0.0207,1.39,0.4251,0,MODERATE
88.71,81.74,136.44,15.26,0.0683,1.32,0.9937,1,CRITICAL
76.6,48.57,76.12,29.89,0.0583,0.78,0.9924,1,CRITICAL
62.46,39.06,89.63,14.61,0.0402,1.78,0.7071,1,HIGH
27.33,29.36,26.93,27.52,-0.0091,1.29,0.3665,0,MODERATE
62.34,34.4,53.99,18.42,0.0242,1.42,0.7516,1,CRITICAL
44.67,39.37,46.64,41.91,0.031,0.77,0.906,1,CRITICAL
46.67,41.0,47.99,34.38,-0.0367,0.9,0.9055,1,CRITICAL
35.19,32.55,32.0,28.74,0.0123,1.16,0.6744,1,HIGH
36.87,22.04,47.54,36.85,-0.026,0.91,0.847,1,CRITICAL
51.82,23.07,41.91,22.08,-0.025,1.31,0.7648,1,CRITICAL
54.25,30.48,61.0,31.8,0.0378,0.9,0.9366,1,CRITICAL
14.26,21.29,20.57,29.4,0.0117,1.34,0.1693,0,MODERATE
69.5,47.2,73.12,29.85,-0.0569,0.84,0.9901,1,CRITICAL
40.96,36.19,42.5,36.91,0.051,0.88,0.94,1,CRITICAL
31.66,60.41,82.13,33.13,0.0525,1.05,0.9178,1,CRITICAL
71.96,20.94,63.68,30.02,-0.12,0.81,0.9938,1,CRITICAL
44.72,71.42,96.53,16.42,0.0349,1.86,0.5254,1,HIGH
39.9,29.27,32.93,21.28,0.0222,1.5,0.479,0,MODERATE
57.18,34.12,63.02,27.14,-0.0766,1.02,0.9568,1,CRITICAL
38.21,27.29,39.65,28.65,0.0221,1.14,0.5798,1,HIGH
13.64,20.85,36.81,20.09,0.0155,1.97,0.0278,0,LOW
26.87,33.09,44.88,44.88,0.0252,0.83,0.806,1,CRITICAL
73.27,45.95,82.77,38.61,0.0899,0.65,0.997,1,CRITICAL
22.16,16.32,19.22,32.21,0.0058,1.16,0.2243,0,HIGH
61.04,45.53,74.76,28.5,0.0663,0.94,0.9867,1,CRITICAL
58.27,25.82,50.23,26.51,0.0891,1.03,0.9523,1,CRITICAL
66.18,33.9,53.33,21.34,0.0261,1.19,0.8662,1,CRITICAL
44.88,50.82,39.59,28.54,0.0411,1.08,0.8198,1,CRITICAL
25.33,11.17,30.05,29.8,0.0117,1.22,0.2493,0,MODERATE
40.54,29.16,52.76,19.31,-0.0171,1.64,0.1986,0,LOW
42.24,15.82,37.49,30.34,0.0337,1.04,0.7647,1,CRITICAL
77.73,32.76,63.98,26.91,0.0453,0.85,0.9898,1,CRITICAL
65.56,48.97,68.02,14.65,0.0311,1.72,0.6435,1,HIGH
29.91,58.68,85.86,21.98,-0.0188,1.58,0.2333,0,LOW
62.22,38.07,63.55,25.1,0.0452,1.05,0.9667,1,CRITICAL
17.45,29.21,31.58,41.21,0.0169,0.96,0.5907,1,CRITICAL
51.19,39.92,53.31,31.9,0.0661,0.93,0.9546,1,CRITICAL
46.61,34.47,60.16,18.65,0.0365,1.61,0.5156,1,HIGH
28.79,31.97,78.85,31.4,0.0258,1.13,0.7826,1,CRITICAL
18.73,24.36,26.77,17.17,0.0094,2.21,0.0257,0,LOW
26.36,19.2,29.17,35.58,0.0494,1.02,0.7521,1,CRITICAL
27.24,31.02,51.32,24.7,0.0309,1.44,0.3936,0,MODERATE
41.2,46.59,85.42,27.34,0.0456,1.16,0.8233,1,CRITICAL
77.73,46.0,64.26,37.28,0.0744,0.64,0.9963,1,CRITICAL
48.11,34.35,51.44,18.99,0.0233,1.56,0.5306,1,HIGH
52.11,36.8,65.28,18.22,0.0339,1.57,0.599,1,HIGH
56.83,21.88,56.89,23.91,0.0479,1.16,0.8802,1,CRITICAL
37.71,33.52,38.06,35.27,0.0189,0.94,0.8054,1,CRITICAL
27.72,28.94,38.15,17.36,0.0586,2.03,0.0637,0,LOW
31.6,20.55,30.0,12.0,0.0079,2.84,0.0032,0,LOW
42.91,0.0,40.77,24.84,0.0234,1.26,0.5786,1,HIGH
77.81,80.74,135.2,31.86,0.1121,0.73,0.9985,1,CRITICAL
40.28,26.03,47.4,36.4,0.0352,0.9,0.856,1,CRITICAL
42.55,32.81,64.98,24.76,0.03,1.27,0.7249,1,HIGH
39.93,41.55,56.68,25.12,0.0233,1.28,0.6803,1,HIGH
62.12,46.47,65.54,36.08,0.1125,0.76,0.9948,1,CRITICAL
47.99,43.94,65.95,14.91,0.0241,1.99,0.139,0,LOW
51.99,38.38,46.67,25.28,0.0285,1.14,0.8235,1,CRITICAL
23.31,10.09,33.85,29.33,0.017,1.25,0.3089,0,MODERATE
54.11,29.48,56.69,31.14,0.0337,0.92,0.9253,1,CRITICAL
35.93,26.76,43.36,24.43,0.0202,1.36,0.3656,0,MODERATE
34.81,12.15,30.62,28.24,0.0162,1.19,0.504,1,HIGH
52.95,35.61,47.23,12.0,0.0194,2.36,0.1442,0,LOW
68.24,30.57,59.66,23.39,0.0609,1.06,0.9815,1,CRITICAL
61.96,51.01,63.38,31.17,0.044,0.86,0.9594,1,CRITICAL
59.53,51.62,101.55,21.12,0.0566,1.27,0.9492,1,CRITICAL
92.09,93.25,119.88,28.41,0.1051,0.7,0.9994,1,CRITICAL
69.69,56.06,59.62,31.13,0.0488,0.8,0.9842,1,CRITICAL
53.79,28.14,48.48,25.6,0.0319,1.11,0.8907,1,CRITICAL
38.96,30.49,31.72,29.19,0.0132,1.11,0.6042,1,HIGH
64.36,31.47,59.12,21.26,0.0387,1.21,0.878,1,CRITICAL
59.96,55.11,74.97,26.55,-0.0454,1.02,0.9709,1,CRITICAL
21.47,30.81,54.29,32.27,0.0866,1.16,0.6861,1,HIGH
43.77,10.58,39.06,29.1,0.0315,1.07,0.7942,1,CRITICAL
20.81,0.0,21.28,23.89,0.0077,1.56,0.061,0,LOW
23.44,10.81,22.5,29.57,0.0068,1.24,0.2095,0,MODERATE
32.76,22.39,32.67,33.0,-0.0124,1.04,0.6681,1,HIGH
37.4,45.96,54.42,13.65,0.0107,2.38,0.0198,0,LOW
36.45,27.23,44.77,36.11,0.0367,0.93,0.7283,1,CRITICAL
34.01,40.23,50.33,25.65,0.0436,1.31,0.5435,1,HIGH
49.54,27.11,52.75,30.98,0.0295,0.96,0.8653,1,CRITICAL
49.22,22.94,43.85,36.38,0.0339,0.84,0.8832,1,CRITICAL
74.9,48.82,63.8,18.4,-0.0359,1.26,0.94,1,CRITICAL
59.8,4.14,47.97,23.03,0.0375,1.17,0.7999,1,CRITICAL
51.55,38.54,64.02,25.98,0.0316,1.12,0.8485,1,CRITICAL
69.32,46.18,83.63,22.51,0.0895,1.09,0.9861,1,CRITICAL
27.37,39.91,43.83,40.14,0.0356,0.91,0.759,1,CRITICAL
59.94,24.18,49.11,22.0,0.0681,1.22,0.8979,1,CRITICAL
34.68,34.74,49.29,24.11,0.0186,1.39,0.3699,0,MODERATE
70.49,43.47,57.09,29.43,0.0528,0.84,0.9727,1,CRITICAL
55.72,12.82,46.25,19.58,-0.0366,1.42,0.645,1,HIGH
32.21,19.29,34.48,25.23,0.028,1.35,0.4664,0,MODERATE
76.03,38.0,70.52,30.22,0.0543,0.78,0.9899,1,CRITICAL
61.0,53.99,74.21,25.67,0.1343,1.04,0.9908,1,CRITICAL
41.98,37.14,50.65,27.35,0.0589,1.16,0.8781,1,CRITICAL
90.0,42.37,74.5,24.29,0.0562,0.83,0.996,1,CRITICAL
77.96,29.25,66.21,17.4,0.0417,1.29,0.9083,1,CRITICAL
47.61,36.26,43.14,30.25,0.0264,1.0,0.8635,1,CRITICAL
13.84,7.15,13.05,40.28,0.0341,1.0,0.5264,1,HIGH
40.09,6.11,37.16,28.13,0.0319,1.14,0.6548,1,HIGH
61.32,25.85,68.62,29.58,0.0453,0.91,0.9465,1,CRITICAL
37.27,24.75,33.96,32.85,0.0144,1.01,0.6573,1,HIGH
27.35,16.61,48.94,19.11,0.0137,1.85,0.0957,0,LOW
52.11,49.31,51.2,39.92,0.0361,0.75,0.9642,1,CRITICAL
35.06,10.97,33.9,29.42,0.0139,1.14,0.515,1,HIGH
61.21,34.16,56.94,39.42,0.061,0.71,0.9697,1,CRITICAL
15.39,20.1,30.86,22.87,0.0241,1.7,0.0508,0,LOW
73.92,34.73,70.05,40.73,-0.0798,0.62,0.9969,1,CRITICAL
65.01,8.87,52.11,33.43,0.0515,0.79,0.9891,1,CRITICAL
18.16,33.62,52.86,31.87,0.0127,1.21,0.3926,0,MODERATE
27.52,6.29,23.04,29.64,0.012,1.2,0.4787,0,MODERATE
41.38,46.15,74.97,26.26,0.0459,1.21,0.7757,1,CRITICAL
72.13,33.66,58.13,36.4,0.0577,0.69,0.9888,1,CRITICAL
35.67,33.02,50.64,28.98,0.0239,1.15,0.4759,0,HIGH
49.64,46.33,51.19,14.23,0.0153,2.05,0.1407,0,LOW
62.54,30.9,60.6,20.18,0.039,1.3,0.8243,1,CRITICAL
51.85,20.88,42.61,26.7,0.0445,1.09,0.8891,1,CRITICAL
40.4,5.19,36.41,30.17,0.0243,1.07,0.6857,1,HIGH
27.51,24.78,44.55,27.6,0.0131,1.29,0.5672,1,HIGH
59.52,52.64,80.9,36.53,0.086,0.76,0.9957,1,CRITICAL
76.95,38.88,72.85,14.34,-0.0279,1.58,0.6804,1,HIGH
58.41,36.12,53.26,29.01,0.0397,0.95,0.9516,1,CRITICAL
43.11,19.47,35.41,15.27,0.0123,2.03,0.0589,0,LOW
58.96,25.59,64.36,33.32,0.0835,0.83,0.9881,1,CRITICAL
46.41,28.33,42.02,27.34,0.0378,1.11,0.7228,1,HIGH
60.91,27.69,49.58,30.94,0.0437,0.88,0.9743,1,CRITICAL
52.49,36.29,58.43,21.95,0.039,1.31,0.8443,1,CRITICAL
51.86,25.21,51.47,36.96,0.0443,0.81,0.9255,1,CRITICAL
42.6,14.0,34.26,35.29,0.0196,0.91,0.8067,1,CRITICAL
51.77,27.48,43.18,32.08,0.0424,0.92,0.9237,1,CRITICAL
32.6,24.16,44.1,27.09,0.0232,1.26,0.5784,1,HIGH
56.3,44.86,46.03,32.06,0.0428,0.88,0.9446,1,CRITICAL
41.73,46.1,63.53,23.05,0.0211,1.37,0.6666,1,HIGH
39.97,27.99,37.57,33.99,0.0193,0.96,0.7741,1,CRITICAL
90.82,42.65,74.05,39.55,0.102,0.54,0.9994,1,CRITICAL
14.81,0.0,33.24,35.49,0.0151,1.12,0.2553,0,HIGH
56.05,25.52,55.99,22.89,0.0278,1.22,0.8256,1,CRITICAL
18.89,5.89,20.6,30.53,0.0081,1.25,0.3059,0,MODERATE
45.65,23.85,44.34,18.95,-0.0278,1.6,0.5102,1,HIGH
63.03,30.12,50.75,32.01,0.035,0.83,0.9655,1,CRITICAL
26.31,28.97,37.35,31.15,0.0187,1.16,0.4732,0,HIGH
17.6,15.28,20.91,14.91,0.0129,2.56,0.005,0,LOW
58.02,50.71,65.19,19.87,0.0306,1.37,0.788,1,CRITICAL
28.81,19.61,37.89,26.02,0.0352,1.35,0.5185,1,HIGH
25.26,24.18,36.01,25.89,-0.0087,1.4,0.2319,0,MODERATE
38.59,36.13,54.49,19.53,-0.0438,1.65,0.3867,0,MODERATE
86.38,52.89,84.06,30.72,0.0936,0.7,0.9976,1,CRITICAL
42.55,38.13,42.18,29.76,0.0267,1.06,0.69,1,HIGH
37.93,30.69,37.76,26.64,0.0515,1.23,0.7554,1,CRITICAL
37.26,5.84,31.72,22.71,0.0271,1.44,0.5209,1,HIGH
25.13,24.52,42.78,35.34,0.0528,1.04,0.7366,1,HIGH
37.15,30.58,51.19,39.59,-0.0347,0.85,0.8787,1,CRITICAL
72.55,58.88,62.28,24.62,0.0461,0.97,0.9816,1,CRITICAL
26.86,27.46,51.27,23.71,0.0222,1.5,0.3104,0,MODERATE
28.35,11.79,36.02,31.44,0.0117,1.13,0.2967,0,HIGH
28.4,23.88,32.49,25.49,0.0437,1.38,0.4862,0,MODERATE
21.65,15.52,17.58,27.02,0.02,1.38,0.1335,0,MODERATE
74.44,39.33,66.79,33.18,0.0694,0.73,0.9935,1,CRITICAL
64.71,38.07,67.12,14.63,0.0603,1.74,0.6807,1,HIGH
43.29,31.12,36.05,37.23,0.0952,0.86,0.9443,1,CRITICAL
70.88,31.02,65.93,28.51,0.0471,0.86,0.9826,1,CRITICAL
33.16,57.74,101.92,25.12,0.049,1.35,0.8354,1,CRITICAL
39.7,25.18,50.67,27.38,0.0314,1.18,0.7194,1,HIGH
58.51,46.15,58.69,27.74,0.041,0.99,0.9628,1,CRITICAL
43.82,30.74,46.48,15.88,0.0678,1.94,0.3897,0,MODERATE
62.59,19.8,50.74,38.46,0.0692,0.71,0.9919,1,CRITICAL
69.19,51.95,102.66,28.29,0.0849,0.88,0.9945,1,CRITICAL
20.38,52.22,55.81,31.1,0.019,1.21,0.4181,0,MODERATE
75.82,57.55,77.86,34.66,0.0847,0.69,0.9967,1,CRITICAL
47.76,32.28,39.78,20.85,0.0246,1.43,0.6199,1,HIGH
34.47,18.77,31.07,31.31,0.0155,1.08,0.6841,1,HIGH
43.01,37.56,37.46,26.13,0.023,1.2,0.4273,0,MODERATE
57.08,22.96,56.66,33.93,-0.0402,0.83,0.9648,1,CRITICAL
34.05,25.97,30.73,13.11,0.015,2.55,0.0037,0,LOW
61.13,35.62,66.75,27.31,0.0562,0.98,0.9653,1,CRITICAL
38.23,22.95,42.4,23.78,0.0134,1.37,0.3881,0,MODERATE
83.47,47.49,67.05,31.03,0.0796,0.71,0.9955,1,CRITICAL
31.71,26.05,45.81,31.29,0.0155,1.1,0.6853,1,HIGH
44.94,19.11,39.09,23.05,0.0244,1.33,0.5191,1,HIGH
74.35,46.42,85.62,23.01,0.0616,1.02,0.9857,1,CRITICAL
66.37,15.94,59.68,27.23,0.0574,0.94,0.9634,1,CRITICAL
41.65,31.35,39.52,21.72,0.0334,1.45,0.4814,0,MODERATE
77.97,27.47,62.55,33.89,0.0632,0.69,0.9959,1,CRITICAL
19.63,67.61,81.71,25.42,0.0146,1.49,0.2542,0,MODERATE
52.16,30.68,55.93,12.0,0.0294,2.38,0.0816,0,LOW
40.13,37.3,40.34,25.38,-0.0244,1.26,0.5925,1,HIGH
42.07,3.02,35.18,20.73,-0.0163,1.51,0.3418,0,MODERATE
34.55,34.71,45.65,16.58,0.0127,2.01,0.0601,0,LOW
46.32,35.11,42.04,19.34,-0.0145,1.56,0.4284,0,MODERATE
22.68,63.94,84.84,28.77,0.0237,1.29,0.6273,1,HIGH
49.91,35.74,85.03,37.3,0.062,0.81,0.9785,1,CRITICAL
39.77,24.03,51.75,30.19,0.0305,1.07,0.8012,1,CRITICAL
50.25,61.77,93.34,23.75,0.0502,1.23,0.9322,1,CRITICAL
44.6,23.9,37.35,31.19,0.0241,1.0,0.8311,1,CRITICAL
36.02,23.18,33.74,24.79,0.0479,1.34,0.5173,1,HIGH
24.74,10.9,24.17,23.14,0.0149,1.57,0.1846,0,LOW
56.31,43.21,46.17,19.92,-0.0255,1.39,0.7425,1,HIGH
42.34,78.66,87.63,15.74,0.0202,1.98,0.3742,0,MODERATE
62.09,31.4,50.6,25.27,0.0402,1.05,0.8804,1,CRITICAL
34.28,38.47,56.57,29.11,0.0327,1.16,0.7569,1,CRITICAL
28.14,27.23,44.44,27.32,-0.0245,1.29,0.5478,1,HIGH
20.65,27.0,23.59,25.09,-0.0369,1.49,0.2551,0,MODERATE
39.86,27.6,32.18,21.38,0.0307,1.49,0.3558,0,MODERATE
78.26,26.96,62.7,32.26,0.0831,0.72,0.9928,1,CRITICAL
20.12,5.59,19.52,18.78,0.0034,2.0,0.0337,0,LOW
26.88,8.94,31.72,33.43,0.0152,1.08,0.4744,0,HIGH
41.43,52.34,42.33,20.98,0.018,1.5,0.3532,0,MODERATE
38.87,32.93,44.3,22.73,0.0291,1.42,0.6497,1,HIGH
48.53,30.64,61.0,17.73,0.0264,1.67,0.3261,0,MODERATE
54.19,23.52,50.46,24.49,-0.0449,1.16,0.8977,1,CRITICAL
79.46,47.77,66.19,34.83,0.0683,0.67,0.9944,1,CRITICAL
32.81,39.29,50.4,31.61,0.0212,1.08,0.6261,1,HIGH
80.18,50.11,70.21,34.85,0.0706,0.66,0.9966,1,CRITICAL
72.82,33.74,63.33,31.65,0.0517,0.77,0.9909,1,CRITICAL
41.36,35.92,54.77,20.27,0.0186,1.55,0.4741,0,MODERATE
71.59,59.95,98.07,25.68,0.0638,0.94,0.9936,1,CRITICAL
28.54,26.52,59.8,22.54,0.0131,1.56,0.2144,0,LOW
21.75,2.51,19.62,37.31,-0.0242,1.01,0.4037,0,HIGH
23.47,21.68,29.26,19.62,0.0121,1.86,0.0457,0,LOW
41.87,22.94,34.96,34.26,-0.0171,0.94,0.8092,1,CRITICAL
12.9,40.92,58.98,34.25,0.0156,1.17,0.3936,0,HIGH
23.88,21.56,22.74,40.81,0.0428,0.92,0.3854,0,CRITICAL
17.39,25.32,17.21,25.13,0.0132,1.53,0.053,0,LOW
81.36,51.07,98.05,32.99,0.1526,0.69,0.9994,1,CRITICAL
34.08,53.6,78.82,43.97,0.051,0.8,0.96,1,CRITICAL
67.14,50.48,71.65,23.68,0.0873,1.06,0.9745,1,CRITICAL
34.9,14.79,29.86,17.25,0.0094,1.93,0.081,0,LOW
42.21,27.47,43.75,14.84,-0.0143,2.1,0.0419,0,LOW
17.82,20.95,39.7,32.99,-0.0258,1.17,0.4422,0,HIGH
32.02,44.1,38.36,14.82,0.071,2.3,0.0584,0,LOW
49.19,25.94,41.48,25.39,-0.0434,1.17,0.8314,1,CRITICAL
18.18,14.94,17.37,31.06,0.0154,1.24,0.1817,0,MODERATE
32.69,31.02,56.09,29.3,0.0192,1.17,0.4995,0,HIGH
47.59,24.79,49.3,30.98,0.031,0.98,0.901,1,CRITICAL
27.12,11.01,40.05,29.56,0.0121,1.21,0.3076,0,MODERATE
78.0,52.64,69.4,36.95,0.0723,0.64,0.9952,1,CRITICAL
41.77,34.58,44.82,21.33,0.0178,1.47,0.5371,1,HIGH
56.05,57.88,101.49,23.26,0.0515,1.2,0.9507,1,CRITICAL
40.42,14.0,38.34,22.59,0.0389,1.41,0.5468,1,HIGH
57.29,39.41,62.68,33.81,0.0429,0.83,0.9732,1,CRITICAL
33.52,12.82,29.66,34.3,0.0168,1.0,0.6986,1,HIGH
20.84,8.95,18.62,31.16,0.0086,1.21,0.263,0,MODERATE
23.98,12.65,42.15,36.28,0.0175,1.02,0.5163,1,HIGH
54.68,45.15,71.62,19.75,0.0325,1.42,0.8925,1,CRITICAL
41.99,32.46,50.15,39.67,-0.032,0.82,0.8997,1,CRITICAL
28.93,26.38,25.73,38.66,0.0525,0.93,0.7922,1,CRITICAL
25.76,13.33,24.73,33.15,0.0152,1.1,0.492,0,HIGH
37.58,36.49,66.38,40.47,0.0355,0.84,0.9007,1,CRITICAL
49.59,11.3,44.78,16.4,0.0216,1.78,0.2396,0,LOW
59.51,54.95,73.24,24.33,0.0384,1.11,0.9583,1,CRITICAL
59.31,40.43,52.5,22.85,0.0274,1.18,0.8203,1,CRITICAL
70.75,59.49,98.67,33.05,0.0819,0.76,0.9968,1,CRITICAL
16.28,16.65,49.9,20.65,0.0076,1.87,0.0656,0,LOW
53.76,14.06,43.67,33.3,0.0452,0.87,0.9361,1,CRITICAL
38.8,26.39,53.11,37.59,0.0494,0.88,0.9062,1,CRITICAL
49.97,35.31,42.76,32.87,0.0309,0.91,0.9253,1,CRITICAL
36.35,22.53,32.72,29.99,0.0294,1.11,0.647,1,HIGH
18.89,0.0,24.35,21.08,0.0106,1.8,0.0228,0,LOW
31.88,27.07,38.39,22.07,0.0117,1.55,0.3176,0,MODERATE
39.0,13.88,37.11,36.75,0.0253,0.9,0.7645,1,CRITICAL
45.08,24.13,48.91,33.46,0.0368,0.93,0.8989,1,CRITICAL
51.21,35.98,43.77,27.73,0.0213,1.05,0.7572,1,CRITICAL
24.38,19.56,19.85,25.07,-0.02,1.45,0.1598,0,LOW
46.4,40.82,49.82,13.82,0.031,2.18,0.0799,0,LOW
57.46,33.9,56.89,20.5,0.0518,1.34,0.8462,1,CRITICAL
51.57,44.12,58.81,41.38,0.0435,0.74,0.9553,1,CRITICAL
12.78,9.72,25.97,19.04,0.0021,2.09,0.023,0,LOW
46.57,40.28,71.42,29.33,0.0337,1.04,0.8973,1,CRITICAL
32.96,18.09,35.59,35.05,0.0524,0.98,0.8482,1,CRITICAL
32.61,15.97,26.22,19.22,0.0272,1.76,0.1243,0,LOW
68.61,29.03,69.83,29.29,0.0738,0.86,0.9919,1,CRITICAL
60.75,37.03,65.47,34.57,0.0567,0.79,0.9619,1,CRITICAL
33.97,37.46,38.23,28.09,0.0234,1.2,0.4957,0,MODERATE
38.07,17.87,47.99,48.08,0.0346,0.73,0.9052,1,CRITICAL
26.16,2.78,26.79,16.32,0.0316,2.19,0.021,0,LOW
18.49,0.0,17.21,35.41,0.0303,1.09,0.4567,0,HIGH
63.59,66.97,67.25,26.79,0.0457,0.98,0.9699,1,CRITICAL
74.33,42.86,63.68,33.4,0.0587,0.72,0.9918,1,CRITICAL
75.16,38.86,69.27,31.09,0.0741,0.77,0.9936,1,CRITICAL
87.54,48.79,80.18,22.87,0.0539,0.9,0.9972,1,CRITICAL
58.13,36.01,56.23,29.6,0.0617,0.93,0.9672,1,CRITICAL
37.87,19.98,43.98,14.99,0.0172,2.16,0.0233,0,LOW
51.12,19.63,41.34,32.22,0.0314,0.92,0.9206,1,CRITICAL
48.85,63.04,107.69,30.09,0.0694,1.0,0.9802,1,CRITICAL
59.14,32.48,66.21,32.47,0.0579,0.85,0.9841,1,CRITICAL
44.15,22.21,43.63,35.41,-0.0274,0.89,0.896,1,CRITICAL
45.78,27.42,39.81,30.57,0.0616,1.01,0.8592,1,CRITICAL
57.83,18.54,47.52,29.04,0.091,0.95,0.9791,1,CRITICAL
26.6,48.91,38.01,21.83,0.0186,1.63,0.1597,0,LOW
62.32,40.87,55.57,23.01,0.0389,1.14,0.9358,1,CRITICAL
56.1,16.57,48.79,36.31,0.0452,0.79,0.9777,1,CRITICAL
14.68,0.0,18.91,38.05,0.0135,1.05,0.3337,0,HIGH
57.68,28.9,59.63,26.33,0.0737,1.05,0.968,1,CRITICAL
78.29,54.45,79.34,28.32,0.0629,0.81,0.9956,1,CRITICAL
27.46,27.41,37.51,21.67,0.0092,1.63,0.1449,0,LOW
63.18,47.13,80.39,36.21,0.1011,0.75,0.9974,1,CRITICAL
80.35,34.78,67.99,32.66,0.0631,0.7,0.9966,1,CRITICAL
51.49,24.79,56.38,41.59,0.061,0.73,0.9694,1,CRITICAL
56.77,24.18,47.01,21.85,0.0229,1.26,0.7845,1,CRITICAL
22.46,7.8,29.88,25.35,0.054,1.46,0.3734,0,MODERATE
60.55,32.97,61.6,29.62,-0.0603,0.91,0.9852,1,CRITICAL
51.61,40.28,44.95,32.53,0.0628,0.91,0.9557,1,CRITICAL
66.06,28.47,60.3,26.49,0.0804,0.97,0.9819,1,CRITICAL
68.11,54.6,80.82,21.89,0.0415,1.14,0.9716,1,CRITICAL
55.78,35.86,47.04,34.17,0.0384,0.84,0.9439,1,CRITICAL
51.72,19.16,49.92,33.05,0.0441,0.89,0.9128,1,CRITICAL
35.35,32.82,68.76,21.59,0.0418,1.54,0.5604,1,HIGH
45.76,38.96,47.13,37.49,0.0311,0.84,0.8993,1,CRITICAL
74.77,38.26,79.19,36.19,0.1083,0.67,0.9992,1,CRITICAL
48.45,38.46,65.06,28.94,-0.0342,1.04,0.9021,1,CRITICAL
76.7,59.27,64.78,28.56,0.0775,0.82,0.9944,1,CRITICAL
73.55,47.32,62.54,31.88,0.0597,0.76,0.9881,1,CRITICAL
32.4,29.2,47.24,21.97,0.0221,1.55,0.3829,0,MODERATE
44.29,42.26,56.43,28.21,0.0305,1.1,0.8177,1,CRITICAL
31.61,15.17,26.22,12.93,-0.0052,2.64,0.0041,0,LOW
70.89,47.71,62.55,34.14,0.0568,0.73,0.9895,1,CRITICAL
49.82,8.03,47.48,17.07,-0.0218,1.71,0.2408,0,LOW
49.38,38.21,66.0,38.52,0.0516,0.79,0.9639,1,CRITICAL
60.31,13.02,56.47,25.69,0.0493,1.05,0.9492,1,CRITICAL
86.74,66.67,108.43,26.52,0.0897,0.79,0.9975,1,CRITICAL
85.18,89.7,153.44,23.61,0.1107,0.9,0.9995,1,CRITICAL
44.1,48.43,58.04,25.98,0.0577,1.19,0.8317,1,CRITICAL
76.96,53.94,78.03,37.93,0.0969,0.64,0.9981,1,CRITICAL
67.02,31.39,61.08,12.0,0.0167,2.07,0.1421,0,LOW
62.41,26.52,50.97,36.94,0.0642,0.74,0.9845,1,CRITICAL
90.55,54.93,85.21,30.37,0.1471,0.67,0.9993,1,CRITICAL
26.45,11.01,27.9,19.55,0.047,1.82,0.1013,0,LOW
38.74,22.16,37.47,20.47,0.037,1.57,0.236,0,LOW
74.22,59.27,76.83,39.73,0.0904,0.63,0.9964,1,CRITICAL
39.32,16.19,40.8,21.38,0.0163,1.5,0.3291,0,MODERATE
57.44,35.65,66.87,19.93,0.0415,1.37,0.8099,1,CRITICAL
33.47,17.56,34.39,35.96,0.0316,0.96,0.8067,1,CRITICAL
39.34,51.93,33.92,30.37,0.0185,1.07,0.5264,1,HIGH
61.83,41.33,58.75,21.43,0.0304,1.23,0.8662,1,CRITICAL
63.04,68.73,95.68,29.52,0.0669,0.9,0.9878,1,CRITICAL
37.79,40.38,54.49,20.82,-0.0297,1.56,0.3535,0,MODERATE
